Composition,Crystal,Processing,GrainSize,Vicker,Tension0_Compression1,temperature,Yield_EXP,UTS_EXP,Elongation_EXP,Elongation_plastic_EXP,Youngs_EXP,Youngs_ROM_ORG,DOI,YEAR,TITLE,SOURCE,ReducedFormula,radius,radius_TC,Tm_ROM,volume,LattPara,CONC0,CONC1,CONC2,CONC3,CONC4,CONC5,CONC6,CONC7,CONC8,CONC9,CONC10,CONC11,CONC12,CONC13,CONC14,Sconf,sws,Bulk,Eform,Eform_str,Eform_BOKAS,Hmix_TC,Gmix_TC,Hmix_str_TC,Gmix_str_TC,bcc2hcp_Gmix_TC,bcc2hcp_Gmix_TC2CPA,bcc2hcp,amass,VEC,E_negativity,bcc2hcp_Gmix_TC_diff,Exp_Bulk_ROM,Exp_Shear_ROM,Exp_Youngs_ROM,Exp_Poisson_ROM,Exp_Surf_ROM,Cal_Surf_ROM,E_GBR_ROM,DOS_EF_ROM,E_USF_ROM,Exp_Az_ROM,b2h_ROM,D_Surf_GBR_ROM,density,radius_TC_DELTA,volume_DELTA,Exp_Shear_ROM_DELTA,Exp_Youngs_ROM_DELTA,radius_TC_DISTORT,radius_TC_DISTORT_Max,volume_DISTORT,volume_DISTORT_Max,Exp_Shear_DISTORT,Exp_Shear_DISTORT_Max,Exp_Youngs_DISTORT,Exp_Youngs_DISTORT_Max,ShearBurger,ShearBurger_Surf,ShearBurger_D_Surf_GBR,Surf_USF,DOS_VEC,Exp_Poisson_Comp,ElasticEnergy,SH_ratio,temp_ratio,sigma_y0,delta_Eb0,Yield_MC
Zr83Ti83Nb83Cr250,BCC+Laves,OTHER,,,1,296.15000000,1576.00000000,,,,,,10.1016/j.actamat.2019.06.032,2019,High temperature strength of refractory complex concentrated alloys,S4,Zr83Ti83Nb83Cr250,1.55133261,1.55232881,2226.40681363,15.44952709,3.13796717,0.16600000,0.16600000,0.16600000,0.50100000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010690,2.94002469,183.34670916,0.42433824,0.40024391,0.11761506,0.07192630,0.03922073,0.04783196,0.01512639,0.00053212,0.24162024,0.29239548,64.63889287,5.16833667,1.57517034,0.24108812,142.37274549,76.74348697,187.68336673,0.28152305,2.27588176,2.97223647,1.20931263,2.36141884,0.99544489,0.77703119,0.23038076,1.76292385,6.94749292,0.08716588,0.26631540,0.50121063,0.49388301,0.06727026,0.03316700,0.18778714,0.09222964,0.40223930,0.20034960,0.40550799,0.19920933,20.85549755,9.16369993,11.83006151,2.98583729,0.45690112,1.78366618,0.42911310,3.30907578,0.13301702,5636.28563855,4.29433833,4456.34263214
Zr83Ti83Nb83Cr250,BCC+Laves,OTHER,,,1,1273.15000000,139.00000000,,,,,,10.1016/j.actamat.2019.06.032,2019,High temperature strength of refractory complex concentrated alloys,S4,Zr83Ti83Nb83Cr250,1.55133261,1.55232881,2226.40681363,15.44952709,3.13796717,0.16600000,0.16600000,0.16600000,0.50100000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010690,2.94002469,183.34670916,0.42433824,0.40024391,0.11761506,0.07192630,0.03922073,0.04783196,0.01512639,0.00053212,0.24162024,0.29239548,64.63889287,5.16833667,1.57517034,0.24108812,142.37274549,76.74348697,187.68336673,0.28152305,2.27588176,2.97223647,1.20931263,2.36141884,0.99544489,0.77703119,0.23038076,1.76292385,6.94749292,0.08716588,0.26631540,0.50121063,0.49388301,0.06727026,0.03316700,0.18778714,0.09222964,0.40223930,0.20034960,0.40550799,0.19920933,20.85549755,9.16369993,11.83006151,2.98583729,0.45690112,1.78366618,0.42911310,3.30907578,0.57184069,5636.28563855,4.29433833,2665.85907873
Zr83Ti83Nb83Cr250,BCC+Laves,OTHER,,,1,1473.15000000,32.00000000,,,,,,10.1016/j.actamat.2019.06.032,2019,High temperature strength of refractory complex concentrated alloys,S4,Zr83Ti83Nb83Cr250,1.55133261,1.55232881,2226.40681363,15.44952709,3.13796717,0.16600000,0.16600000,0.16600000,0.50100000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010690,2.94002469,183.34670916,0.42433824,0.40024391,0.11761506,0.07192630,0.03922073,0.04783196,0.01512639,0.00053212,0.24162024,0.29239548,64.63889287,5.16833667,1.57517034,0.24108812,142.37274549,76.74348697,187.68336673,0.28152305,2.27588176,2.97223647,1.20931263,2.36141884,0.99544489,0.77703119,0.23038076,1.76292385,6.94749292,0.08716588,0.26631540,0.50121063,0.49388301,0.06727026,0.03316700,0.18778714,0.09222964,0.40223930,0.20034960,0.40550799,0.19920933,20.85549755,9.16369993,11.83006151,2.98583729,0.45690112,1.78366618,0.42911310,3.30907578,0.66167153,5636.28563855,4.29433833,2370.05400071
Zr99Ta99Ti300(Nb3Al2)100,BCC,OTHER,2000.00000000,3.99840000,1,298.15000000,1280.00000000,1367.00000000,4.00000000,,,105.00000000,10.1007/s11837-014-1066-0,2014,Microstructure and Properties of Aluminum-Containing Refractory High-Entropy Alloys,S4,Zr99Ta99Ti300(Nb3Al2)100,1.62796104,1.61775363,2134.61523046,17.83422416,3.29175931,0.09900000,0.09900000,0.30100000,0.30100000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00012948,3.08525542,130.66551407,0.02027028,-0.01123984,-0.10953952,-0.09984547,-0.11310137,-0.13135559,-0.14461149,0.00159981,0.07675449,0.04656918,74.72278341,4.19939880,1.54726453,0.07515468,127.36372745,39.77955912,105.55811623,0.35402806,2.17269539,2.31904309,0.74677956,3.12035972,0.44822044,0.96949128,0.06899860,1.57226353,6.95741988,0.03620619,0.10110561,0.27813989,0.31069976,0.02599531,0.00665148,0.06408255,0.01549688,0.19316360,0.05097426,0.21678349,0.05394248,11.34014661,5.21939093,7.21262461,5.17388962,0.74304915,2.09610970,0.05644004,2.76822277,0.13967388,995.98011259,1.50028353,573.74984396
Zr99Ta99Ti300(Nb3Al2)100,BCC,OTHER,,,1,1073.15000000,728.00000000,1000.00000000,12.00000000,,,105.00000000,10.1007/s11837-014-1066-0,2014,Microstructure and Properties of Aluminum-Containing Refractory High-Entropy Alloys,S4,Zr99Ta99Ti300(Nb3Al2)100,1.62796104,1.61775363,2134.61523046,17.83422416,3.29175931,0.09900000,0.09900000,0.30100000,0.30100000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00012948,3.08525542,130.66551407,0.02027028,-0.01123984,-0.10953952,-0.09984547,-0.11310137,-0.13135559,-0.14461149,0.00159981,0.07675449,0.04656918,74.72278341,4.19939880,1.54726453,0.07515468,127.36372745,39.77955912,105.55811623,0.35402806,2.17269539,2.31904309,0.74677956,3.12035972,0.44822044,0.96949128,0.06899860,1.57226353,6.95741988,0.03620619,0.10110561,0.27813989,0.31069976,0.02599531,0.00665148,0.06408255,0.01549688,0.19316360,0.05097426,0.21678349,0.05394248,11.34014661,5.21939093,7.21262461,5.17388962,0.74304915,2.09610970,0.05644004,2.76822277,0.50273697,995.98011259,1.50028353,163.58611855
Zr99Ta99Ti300(Nb3Al2)100,BCC,OTHER,,,1,1273.15000000,403.00000000,415.00000000,50.00000000,,,105.00000000,10.1007/s11837-014-1066-0,2014,Microstructure and Properties of Aluminum-Containing Refractory High-Entropy Alloys,S4,Zr99Ta99Ti300(Nb3Al2)100,1.62796104,1.61775363,2134.61523046,17.83422416,3.29175931,0.09900000,0.09900000,0.30100000,0.30100000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00012948,3.08525542,130.66551407,0.02027028,-0.01123984,-0.10953952,-0.09984547,-0.11310137,-0.13135559,-0.14461149,0.00159981,0.07675449,0.04656918,74.72278341,4.19939880,1.54726453,0.07515468,127.36372745,39.77955912,105.55811623,0.35402806,2.17269539,2.31904309,0.74677956,3.12035972,0.44822044,0.96949128,0.06899860,1.57226353,6.95741988,0.03620619,0.10110561,0.27813989,0.31069976,0.02599531,0.00665148,0.06408255,0.01549688,0.19316360,0.05097426,0.21678349,0.05394248,11.34014661,5.21939093,7.21262461,5.17388962,0.74304915,2.09610970,0.05644004,2.76822277,0.59643067,995.98011259,1.50028353,116.82628443
ZrTaTiNbV,BCC+BCC,OTHER,,,1,296.15000000,1395.00000000,,,,,,10.1016/j.actamat.2019.06.032,2019,High temperature strength of refractory complex concentrated alloys,S4,ZrTaTiNbV,1.62554594,1.63146224,2458.40000000,17.98974485,3.30130006,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.08978368,153.25154840,0.21055596,0.18158469,0.04522988,0.03681884,-0.00105183,0.00784757,-0.03002309,0.02693294,0.15505993,0.16287520,92.77735200,4.60000000,1.52000000,0.12812699,145.60000000,45.80000000,120.40000000,0.35400000,2.50540000,2.68480000,0.94780000,3.91820000,0.55160000,0.97444380,0.13800000,1.73700000,8.56379698,0.05495826,0.16604069,0.25440195,0.32101517,0.04165014,0.01160437,0.12225695,0.03415038,0.17890593,0.05185698,0.24125179,0.06671518,13.09426451,5.22641674,7.53843668,4.86729514,0.85178261,2.09597523,0.13977024,9.26039565,0.12046453,2221.62822283,2.42525406,1540.91304959
ZrTaTiNbV,BCC+BCC,OTHER,,,1,1273.15000000,190.00000000,,,,,,10.1016/j.actamat.2019.06.032,2019,High temperature strength of refractory complex concentrated alloys,S4,ZrTaTiNbV,1.62554594,1.63146224,2458.40000000,17.98974485,3.30130006,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.08978368,153.25154840,0.21055596,0.18158469,0.04522988,0.03681884,-0.00105183,0.00784757,-0.03002309,0.02693294,0.15505993,0.16287520,92.77735200,4.60000000,1.52000000,0.12812699,145.60000000,45.80000000,120.40000000,0.35400000,2.50540000,2.68480000,0.94780000,3.91820000,0.55160000,0.97444380,0.13800000,1.73700000,8.56379698,0.05495826,0.16604069,0.25440195,0.32101517,0.04165014,0.01160437,0.12225695,0.03415038,0.17890593,0.05185698,0.24125179,0.06671518,13.09426451,5.22641674,7.53843668,4.86729514,0.85178261,2.09597523,0.13977024,9.26039565,0.51787748,2221.62822283,2.42525406,590.10040565
ZrTaTiNbV,BCC+BCC,OTHER,,,1,1473.15000000,78.00000000,,,,,,10.1016/j.actamat.2019.06.032,2019,High temperature strength of refractory complex concentrated alloys,S4,ZrTaTiNbV,1.62554594,1.63146224,2458.40000000,17.98974485,3.30130006,0.20000000,0.20000000,0.20000000,0.20000000,0.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00013869,3.08978368,153.25154840,0.21055596,0.18158469,0.04522988,0.03681884,-0.00105183,0.00784757,-0.03002309,0.02693294,0.15505993,0.16287520,92.77735200,4.60000000,1.52000000,0.12812699,145.60000000,45.80000000,120.40000000,0.35400000,2.50540000,2.68480000,0.94780000,3.91820000,0.55160000,0.97444380,0.13800000,1.73700000,8.56379698,0.05495826,0.16604069,0.25440195,0.32101517,0.04165014,0.01160437,0.12225695,0.03415038,0.17890593,0.05185698,0.24125179,0.06671518,13.09426451,5.22641674,7.53843668,4.86729514,0.85178261,2.09597523,0.13977024,9.26039565,0.59923121,2221.62822283,2.42525406,479.16122367
ZrTiNb,BCC,CAST,,3.64560000,1,298.15000000,1099.00000000,,48.00000000,,,94.00000000,10.1007/s12598-019-01310-6,2019,Microstructure and mechanical properties of NbZrTi and NbHfZrTi alloys,S4,ZrTiNb,1.67033723,1.67074096,2273.00000000,19.53234528,3.39308544,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.16433592,127.55768150,0.15656417,0.10827872,0.00859266,0.04222273,-0.00020750,-0.00606272,-0.04849294,-0.03452792,0.03144140,0.08277997,77.33246000,4.33333333,1.49000000,0.06596931,122.66666667,38.33333333,96.00000000,0.35333333,2.25166667,2.43733333,0.63633333,3.96866667,0.43966667,0.83543500,0.04000000,1.80100000,6.57441064,0.04270519,0.13195565,0.11731076,0.21866731,0.03298867,0.01365102,0.09837209,0.04069781,0.09122105,0.03475053,0.18315418,0.07515776,11.26424307,5.00262461,6.25443813,5.54359363,0.91584615,2.09278351,0.10029337,5.09602178,0.13117026,1366.00192555,1.88900082,869.35913107
ZrTiNb,BCC,CAST,,,1,1073.15000000,462.00000000,,51.00000000,,,94.00000000,10.1007/s12598-019-01310-6,2019,Microstructure and mechanical properties of NbZrTi and NbHfZrTi alloys,S4,ZrTiNb,1.67033723,1.67074096,2273.00000000,19.53234528,3.39308544,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.16433592,127.55768150,0.15656417,0.10827872,0.00859266,0.04222273,-0.00020750,-0.00606272,-0.04849294,-0.03452792,0.03144140,0.08277997,77.33246000,4.33333333,1.49000000,0.06596931,122.66666667,38.33333333,96.00000000,0.35333333,2.25166667,2.43733333,0.63633333,3.96866667,0.43966667,0.83543500,0.04000000,1.80100000,6.57441064,0.04270519,0.13195565,0.11731076,0.21866731,0.03298867,0.01365102,0.09837209,0.04069781,0.09122105,0.03475053,0.18315418,0.07515776,11.26424307,5.00262461,6.25443813,5.54359363,0.91584615,2.09278351,0.10029337,5.09602178,0.47212934,1366.00192555,1.88900082,325.37323916
ZrTiNb,BCC,CAST,,,1,1273.15000000,179.50000000,,51.00000000,,,94.00000000,10.1007/s12598-019-01310-6,2019,Microstructure and mechanical properties of NbZrTi and NbHfZrTi alloys,S4,ZrTiNb,1.67033723,1.67074096,2273.00000000,19.53234528,3.39308544,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.16433592,127.55768150,0.15656417,0.10827872,0.00859266,0.04222273,-0.00020750,-0.00606272,-0.04849294,-0.03452792,0.03144140,0.08277997,77.33246000,4.33333333,1.49000000,0.06596931,122.66666667,38.33333333,96.00000000,0.35333333,2.25166667,2.43733333,0.63633333,3.96866667,0.43966667,0.83543500,0.04000000,1.80100000,6.57441064,0.04270519,0.13195565,0.11731076,0.21866731,0.03298867,0.01365102,0.09837209,0.04069781,0.09122105,0.03475053,0.18315418,0.07515776,11.26424307,5.00262461,6.25443813,5.54359363,0.91584615,2.09278351,0.10029337,5.09602178,0.56011879,1366.00192555,1.88900082,249.03597784
ZrTiNb,BCC,OTHER,,,1,1473.15000000,61.00000000,,,,,94.00000000,10.1016/j.actamat.2019.06.032,2019,High temperature strength of refractory complex concentrated alloys,S4,ZrTiNb,1.67033723,1.67074096,2273.00000000,19.53234528,3.39308544,0.33300000,0.33300000,0.33300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009466,3.16433592,127.55768150,0.15656417,0.10827872,0.00859266,0.04222273,-0.00020750,-0.00606272,-0.04849294,-0.03452792,0.03144140,0.08277997,77.33246000,4.33333333,1.49000000,0.06596931,122.66666667,38.33333333,96.00000000,0.35333333,2.25166667,2.43733333,0.63633333,3.96866667,0.43966667,0.83543500,0.04000000,1.80100000,6.57441064,0.04270519,0.13195565,0.11731076,0.21866731,0.03298867,0.01365102,0.09837209,0.04069781,0.09122105,0.03475053,0.18315418,0.07515776,11.26424307,5.00262461,6.25443813,5.54359363,0.91584615,2.09278351,0.10029337,5.09602178,0.64810823,1366.00192555,1.88900082,190.60854058
ZrTiNbCr,BCC+Sec.,OTHER,,4.09640000,1,298.15000000,1260.00000000,,6.00000000,,,,10.1016/j.msea.2012.12.018,2013,"Mechanical properties of low-density, refractory multi-principal element alloys of the Cr–Nb–Ti–V–Zr system",S4,ZrTiNbCr,1.61095393,1.61357144,2249.75000000,17.41531554,3.26578142,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.05619311,155.39640630,0.35216099,0.31594691,0.09811678,0.06713152,0.02856177,0.03091743,-0.00765232,-0.00879457,0.14455903,0.18983833,70.99837000,4.75000000,1.53250000,0.15335360,132.50000000,57.50000000,141.75000000,0.31750000,2.26375000,2.70425000,0.92225000,3.16665000,0.71700000,0.80629150,0.13500000,1.78200000,6.76965325,0.07749521,0.22340471,0.58130939,0.57354487,0.06053233,0.02029028,0.17060123,0.05642249,0.34256201,0.12256607,0.36166451,0.12186849,16.26243564,7.18384788,9.12594593,3.77161785,0.66666316,1.93040293,0.30798569,4.00346569,0.13252584,3712.44393330,3.40062722,2800.35998938
ZrTiNbCr,BCC+Sec.,OTHER,,,1,873.15000000,1035.00000000,,50.00000000,,,,10.1016/j.msea.2012.12.018,2013,"Mechanical properties of low-density, refractory multi-principal element alloys of the Cr–Nb–Ti–V–Zr system",S4,ZrTiNbCr,1.61095393,1.61357144,2249.75000000,17.41531554,3.26578142,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.05619311,155.39640630,0.35216099,0.31594691,0.09811678,0.06713152,0.02856177,0.03091743,-0.00765232,-0.00879457,0.14455903,0.18983833,70.99837000,4.75000000,1.53250000,0.15335360,132.50000000,57.50000000,141.75000000,0.31750000,2.26375000,2.70425000,0.92225000,3.16665000,0.71700000,0.80629150,0.13500000,1.78200000,6.76965325,0.07749521,0.22340471,0.58130939,0.57354487,0.06053233,0.02029028,0.17060123,0.05642249,0.34256201,0.12256607,0.36166451,0.12186849,16.26243564,7.18384788,9.12594593,3.77161785,0.66666316,1.93040293,0.30798569,4.00346569,0.38810979,3712.44393330,3.40062722,1941.13802565
ZrTiNbCr,BCC+Sec.,OTHER,,,1,1073.15000000,300.00000000,,50.00000000,,,,10.1016/j.msea.2012.12.018,2013,"Mechanical properties of low-density, refractory multi-principal element alloys of the Cr–Nb–Ti–V–Zr system",S4,ZrTiNbCr,1.61095393,1.61357144,2249.75000000,17.41531554,3.26578142,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.05619311,155.39640630,0.35216099,0.31594691,0.09811678,0.06713152,0.02856177,0.03091743,-0.00765232,-0.00879457,0.14455903,0.18983833,70.99837000,4.75000000,1.53250000,0.15335360,132.50000000,57.50000000,141.75000000,0.31750000,2.26375000,2.70425000,0.92225000,3.16665000,0.71700000,0.80629150,0.13500000,1.78200000,6.76965325,0.07749521,0.22340471,0.58130939,0.57354487,0.06053233,0.02029028,0.17060123,0.05642249,0.34256201,0.12256607,0.36166451,0.12186849,16.26243564,7.18384788,9.12594593,3.77161785,0.66666316,1.93040293,0.30798569,4.00346569,0.47700856,3712.44393330,3.40062722,1673.22185501
ZrTiNbCr,BCC+Sec.,OTHER,,,1,1273.15000000,115.00000000,,50.00000000,,,,10.1016/j.msea.2012.12.018,2013,"Mechanical properties of low-density, refractory multi-principal element alloys of the Cr–Nb–Ti–V–Zr system",S4,ZrTiNbCr,1.61095393,1.61357144,2249.75000000,17.41531554,3.26578142,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.05619311,155.39640630,0.35216099,0.31594691,0.09811678,0.06713152,0.02856177,0.03091743,-0.00765232,-0.00879457,0.14455903,0.18983833,70.99837000,4.75000000,1.53250000,0.15335360,132.50000000,57.50000000,141.75000000,0.31750000,2.26375000,2.70425000,0.92225000,3.16665000,0.71700000,0.80629150,0.13500000,1.78200000,6.76965325,0.07749521,0.22340471,0.58130939,0.57354487,0.06053233,0.02029028,0.17060123,0.05642249,0.34256201,0.12256607,0.36166451,0.12186849,16.26243564,7.18384788,9.12594593,3.77161785,0.66666316,1.93040293,0.30798569,4.00346569,0.56590732,3712.44393330,3.40062722,1442.28351570
ZrTiNbV,BCC,ANNEAL,,,1,298.15000000,1104.50000000,,,50.00000000,,100.00000000,10.1016/j.matdes.2015.06.072,2015,Phase composition and solid solution strengthening effect in TiZrNbMoV high-entropy alloys,S4,ZrTiNbV,1.62572510,1.63091643,2250.50000000,17.98255254,3.30086005,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.08740798,142.32866021,0.24630032,0.21008624,0.05311151,0.03524878,-0.00481785,-0.00096531,-0.04103193,0.01651998,0.12823805,0.12805104,70.73472000,4.50000000,1.52500000,0.11171808,132.00000000,40.50000000,104.00000000,0.35750000,2.34425000,2.58500000,0.80975000,4.08775000,0.50800000,0.82382400,0.09750000,1.77525000,6.53176716,0.06142584,0.18573791,0.13353894,0.21979095,0.04715404,0.01506513,0.13822585,0.04417559,0.10608385,0.03327572,0.18601615,0.06571297,11.57744606,4.93865674,6.52158629,5.08858268,0.90838889,2.11284047,0.17640604,7.62716744,0.13248167,2305.77199736,2.32247386,1575.31150964
ZrTiNbV,BCC,OTHER,,,1,873.15000000,834.00000000,,50.00000000,,,100.00000000,10.1016/j.msea.2012.12.018,2013,"Mechanical properties of low-density, refractory multi-principal element alloys of the Cr–Nb–Ti–V–Zr system",S4,ZrTiNbV,1.62572510,1.63091643,2250.50000000,17.98255254,3.30086005,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.08740798,142.32866021,0.24630032,0.21008624,0.05311151,0.03524878,-0.00481785,-0.00096531,-0.04103193,0.01651998,0.12823805,0.12805104,70.73472000,4.50000000,1.52500000,0.11171808,132.00000000,40.50000000,104.00000000,0.35750000,2.34425000,2.58500000,0.80975000,4.08775000,0.50800000,0.82382400,0.09750000,1.77525000,6.53176716,0.06142584,0.18573791,0.13353894,0.21979095,0.04715404,0.01506513,0.13822585,0.04417559,0.10608385,0.03327572,0.18601615,0.06571297,11.57744606,4.93865674,6.52158629,5.08858268,0.90838889,2.11284047,0.17640604,7.62716744,0.38798045,2305.77199736,2.32247386,892.24709070
ZrTiNbV,BCC,OTHER,,,1,1073.15000000,187.00000000,,50.00000000,,,100.00000000,10.1016/j.msea.2012.12.018,2013,"Mechanical properties of low-density, refractory multi-principal element alloys of the Cr–Nb–Ti–V–Zr system",S4,ZrTiNbV,1.62572510,1.63091643,2250.50000000,17.98255254,3.30086005,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.08740798,142.32866021,0.24630032,0.21008624,0.05311151,0.03524878,-0.00481785,-0.00096531,-0.04103193,0.01651998,0.12823805,0.12805104,70.73472000,4.50000000,1.52500000,0.11171808,132.00000000,40.50000000,104.00000000,0.35750000,2.34425000,2.58500000,0.80975000,4.08775000,0.50800000,0.82382400,0.09750000,1.77525000,6.53176716,0.06142584,0.18573791,0.13353894,0.21979095,0.04715404,0.01506513,0.13822585,0.04417559,0.10608385,0.03327572,0.18601615,0.06571297,11.57744606,4.93865674,6.52158629,5.08858268,0.90838889,2.11284047,0.17640604,7.62716744,0.47684959,2305.77199736,2.32247386,717.85762370
ZrTiNbV,BCC,OTHER,,,1,1273.15000000,58.00000000,,50.00000000,,,100.00000000,10.1016/j.msea.2012.12.018,2013,"Mechanical properties of low-density, refractory multi-principal element alloys of the Cr–Nb–Ti–V–Zr system",S4,ZrTiNbV,1.62572510,1.63091643,2250.50000000,17.98255254,3.30086005,0.25000000,0.25000000,0.25000000,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011946,3.08740798,142.32866021,0.24630032,0.21008624,0.05311151,0.03524878,-0.00481785,-0.00096531,-0.04103193,0.01651998,0.12823805,0.12805104,70.73472000,4.50000000,1.52500000,0.11171808,132.00000000,40.50000000,104.00000000,0.35750000,2.34425000,2.58500000,0.80975000,4.08775000,0.50800000,0.82382400,0.09750000,1.77525000,6.53176716,0.06142584,0.18573791,0.13353894,0.21979095,0.04715404,0.01506513,0.13822585,0.04417559,0.10608385,0.03327572,0.18601615,0.06571297,11.57744606,4.93865674,6.52158629,5.08858268,0.90838889,2.11284047,0.17640604,7.62716744,0.56571873,2305.77199736,2.32247386,577.55253367
ZrTiNbV2,BCC,OTHER,550.00000000,2.97920000,1,298.15000000,918.00000000,,50.00000000,,,105.00000000,10.1016/j.msea.2012.12.018,2013,"Mechanical properties of low-density, refractory multi-principal element alloys of the Cr–Nb–Ti–V–Zr system",S4,ZrTiNbV2,1.59895782,1.60518375,2237.00000000,17.09325630,3.24552481,0.20000000,0.20000000,0.20000000,0.40000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011480,3.03807143,151.19124744,0.27192685,0.24295558,0.06259188,0.02777186,-0.00971866,-0.00119941,-0.03868992,0.01930933,0.15847667,0.15673477,66.77607600,4.60000000,1.54600000,0.13916734,137.60000000,41.80000000,108.80000000,0.36000000,2.39980000,2.67360000,0.91380000,4.15920000,0.54900000,0.81685740,0.13200000,1.75980000,6.48702369,0.06541015,0.20175202,0.13138306,0.20759855,0.05004732,0.02117361,0.14619557,0.06158081,0.10633188,0.04169385,0.17838875,0.06675171,11.74875498,4.89572255,6.67618763,4.86994536,0.90417391,2.12500000,0.19727391,9.24690767,0.13328118,2677.62881503,2.41686247,1851.59719285
ZrTiNbV2,BCC,OTHER,,,1,873.15000000,571.00000000,,50.00000000,,,105.00000000,10.1016/j.msea.2012.12.018,2013,"Mechanical properties of low-density, refractory multi-principal element alloys of the Cr–Nb–Ti–V–Zr system",S4,ZrTiNbV2,1.59895782,1.60518375,2237.00000000,17.09325630,3.24552481,0.20000000,0.20000000,0.20000000,0.40000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011480,3.03807143,151.19124744,0.27192685,0.24295558,0.06259188,0.02777186,-0.00971866,-0.00119941,-0.03868992,0.01930933,0.15847667,0.15673477,66.77607600,4.60000000,1.54600000,0.13916734,137.60000000,41.80000000,108.80000000,0.36000000,2.39980000,2.67360000,0.91380000,4.15920000,0.54900000,0.81685740,0.13200000,1.75980000,6.48702369,0.06541015,0.20175202,0.13138306,0.20759855,0.05004732,0.02117361,0.14619557,0.06158081,0.10633188,0.04169385,0.17838875,0.06675171,11.74875498,4.89572255,6.67618763,4.86994536,0.90417391,2.12500000,0.19727391,9.24690767,0.39032186,2677.62881503,2.41686247,1075.28209532
